count,T_count,sum_leg,reflex,on_reflex_,reflex_index,traj_error
101,0,[ 28. 335.  16.  82.  28.  17.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   1.  -2.  20.  33. -32.   0.  -2.   1. -11.   9.   1.  -3.  -1.
   4.  -2.  -2.   1.]"
102,0,[ 27. 337.  16.  81.  29.  17.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   1.  -2.  20.  33. -32.   0.  -2.   0. -11.   8.   0.  -3.  -2.
   5.  -2.  -2.   1.]"
103,0,[ 25. 339.   9.  79.  32.  17.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.   2.  -2.  20.  32. -32.   0.  -1.   0. -10.   8.   0.  -2.  -2.
   6.  -3.  -1.   0.]"
104,0,[ 23. 339.   8.  77.  36.  17.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.   2.  -2.  20.  33. -33.  -1.  -1.  -1. -11.   8.   2.  -2.  -2.
   5.  -3.  -1.   0.]"
105,0,[ 21. 340.   6.  76.  37.  16.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   2.  -2.  20.  32. -32.   0.  -2.   0.  -9.   8.   1.  -4.  -2.
   5.  -2.  -1.  -1.]"
106,0,[ 21. 339.   6.  73.  40.  15.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   2.  -3.  20.  32. -31.   0.  -1.  -1.  -8.   8.   2.  -4.  -1.
   6.  -1.  -1.  -1.]"
107,0,[ 23. 337.   5.  70.  41.  13.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   2.  -3.  19.  33. -31.   0.  -2.   0.  -8.   7.   2.  -4.  -1.
   6.  -3.  -1.   0.]"
108,0,[ 25. 336.   6.  74.  42.  13.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   2.  -4.  19.  31. -31.   0.  -1.   1.  -8.   7.   2.  -4.  -1.
   5.  -3.  -1.  -1.]"
109,0,[ 28. 331.   6.  70.  43.  13.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   1.  -3.  17.  31. -29.   0.  -2.   2.  -7.   6.   1.  -5.  -2.
   5.  -5.  -1.  -1.]"
110,0,[ 28. 324.   6.  66.  44.  16.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   2.  -4.  17.  29. -29.  -1.  -2.   4.  -6.   6.   1.  -3.  -1.
   5.  -5.  -1.   0.]"
111,0,[ 30. 316.   7.  61.  42.  20.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   1.  -4.  17.  29. -28.   0.  -1.   5.  -7.   5.   1.  -3.  -1.
   3.  -6.  -1.   0.]"
112,0,[ 30. 307.  18.  57.  38.  23.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   2.  -3.  16.  28. -27.  -1.  -2.   4.  -6.   4.   1.  -3.  -1.
   3.  -6.  -2.  -1.]"
113,0,[ 30. 297.  22.  51.  35.  27.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   1.  -4.  15.  27. -28.  -1.  -1.   2.  -6.   2.   1.  -2.  -1.
   2.  -7.   0.  -1.]"
114,0,[ 32. 290.  21.  46.  28.  24.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   2.  -4.  14.  25. -25.  -1.  -2.   2.  -4.   1.   2.  -2.  -1.
   1.  -7.  -1.  -1.]"
115,0,[ 32. 279.  19.  40.  23.  26.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   2.  -3.  14.  24. -24.   0.  -1.   2.  -5.   0.   2.  -2.  -1.
   0.  -6.  -2.  -1.]"
116,0,[ 33. 267.  16.  27.  13.  30.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   1.  -4.  13.  23. -22.  -1.  -2.   3.  -5.  -1.   3.  -2.   0.
   0.  -6.  -2.   0.]"
117,0,[ 33. 254.  15.  28.   8.  26.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   1.  -3.  13.  20. -20.   0.  -3.   3.  -3.  -2.   3.  -2.   0.
   0.  -5.  -2.   0.]"
118,0,[ 32. 237.  18.  27.   8.  31.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.   1.  -3.  12.  19. -18.   0.  -1.   2.  -4.  -3.   4.  -2.   0.
   0.  -5.  -2.   0.]"
119,0,[ 30. 222.  17.  29.   8.  30.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   2.  -4.  11.  17. -16.  -1.  -2.   2.  -2.  -3.   4.  -2.   0.
   0.  -5.  -2.   0.]"
120,0,[ 30. 204.  18.  37.   8.  29.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.   1.  -4.  10.  12. -13.  -1.  -2.   3.  -2.  -3.   4.  -2.   0.
  -2.  -5.  -3.   0.]"
121,0,[ 29. 181.  18.  37.   8.  29.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  0. -2. 10.  7. -9. -1. -4.  2. -1. -2.  2. -2.  0. -1. -5. -3.  0.]
122,0,[ 21. 154.  18.  34.   8.  30.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  1. -2. 10.  5. -6. -1. -1.  2. -3. -2.  3. -2.  0.  0. -5. -3.  1.]
123,0,[ 18. 126.  22.  31.   8.  31.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -3.  9.  4. -3. -1.  0.  2. -3.  0.  3. -2. -2. -1. -5. -3.  1.]
124,0,[16. 98. 13. 21.  8. 32.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  3. -2.  9.  1. -2.  0. -2.  1. -3. -1.  3. -2. -2. -1. -4. -3.  2.]
125,0,[13. 75.  7. 21.  8. 31.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -2. 10. -1. -1. -1. -1.  1. -2.  0.  2. -2.  0. -1. -4. -3.  1.]
126,0,[21. 50.  6. 22.  8. 35.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -1.  9. -1.  1. -1. -1.  2. -2.  0.  3. -3. -1. -1. -4. -2.  1.]
127,0,[22. 37.  6. 21. 13. 33.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  3. -2.  9. -1.  0.  0. -1.  2. -2. -1.  2. -2. -1. -1. -4. -4.  1.]
128,0,[22. 37. 11. 19. 13. 33.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -2.  7. -1.  0.  0.  0.  2. -1.  0.  3. -1. -1.  0. -4. -3.  1.]
129,0,[21. 39.  7. 17.  8. 32.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 0.  3. -2.  8. -1.  0. -1.  0.  1. -1.  0.  3. -1.  0. -1. -4. -3.  1.]
130,0,[17. 37.  7. 17.  7. 32.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -2.  7. -1.  0. -1.  0.  1. -2.  1.  2. -1.  0. -1. -4. -3.  1.]
131,0,[18. 35.  6. 16.  5. 33.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 0.  3. -2.  7.  0.  1. -1.  0.  1. -2.  1.  1. -2.  0. -1. -4. -3.  1.]
132,0,[18. 29.  5. 15.  5. 32.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -2.  7.  0. -1.  0.  1.  1. -2.  1.  0. -1.  1.  0. -4. -2.  1.]
133,0,[18. 29.  4.  7.  5. 31.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -2.  7. -1.  0. -1.  1.  1. -2.  1.  0. -1.  0.  0. -4. -2.  0.]
134,0,[17. 28.  4. 12.  5. 26.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -2.  9. -1.  0. -1.  1.  1. -1.  1.  0. -2.  0.  0. -4. -1.  1.]
135,0,[17. 30.  4. 11.  6. 24.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  1. -3.  7.  0. -1. -1.  0.  1. -1.  1.  0. -2.  0. -1. -4. -1.  0.]
136,0,[22. 30.  4. 10.  6. 22.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -4.  7.  0.  0. -1.  1.  1. -1.  2. -1. -2.  2. -2. -3. -1.  0.]
137,0,[24. 30.  8. 10.  7. 20.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -4.  7.  1.  0. -1.  0.  1. -2.  1.  0. -1.  1. -1. -3. -2. -1.]
138,0,[25. 30.  8. 10.  7. 19.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  1. -3.  6.  1. -1. -1.  0.  0. -2.  2.  0. -2.  2. -3. -2. -2.  0.]
139,0,[25. 27.  4. 12. 14. 18.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  1. -1.  6.  1. -2. -1.  1.  1. -2.  2. -1. -3.  1. -2. -3. -1. -1.]
140,0,[23. 26.  4. 14. 22. 17.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -1.  6.  1. -2. -1.  1.  1. -3.  2. -1. -3.  2. -3. -3. -1. -1.]
141,0,[19. 29.  4. 16. 24. 17.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 0.  2. -1.  5.  2. -2. -1.  0.  2. -2.  2. -2. -3.  1. -3. -3. -1. -2.]
142,0,[12. 35.  4. 17. 28. 16.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -1.  5.  2. -1.  0.  1.  2. -2.  1. -1. -4.  2. -4. -2. -1. -2.]
143,0,[11. 35.  6. 21. 31. 21.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -1.  5.  2. -1. -1.  1.  2. -1.  2. -1. -3.  1. -4. -3. -1. -3.]
144,0,[11. 34.  7. 20. 33. 23.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 3.  2. -1.  4.  1. -1. -1.  0.  2.  0.  1. -2. -1.  0. -4. -3.  0. -3.]
145,0,[11. 31.  8. 12. 26. 21.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 4.  3. -2.  5.  1. -1.  0.  0.  1.  0.  2. -2. -1.  1. -4. -3.  0. -4.]
146,0,[23. 29.  7. 12. 25. 23.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 4.  3. -2.  4.  1. -1. -1.  0.  2.  1.  3. -2. -1.  2. -4. -3.  0. -3.]
147,0,[28. 27.  7. 15. 22. 25.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 3.  2. -1.  3.  2. -1. -1.  1.  2.  2.  2. -3.  0.  1. -3. -4.  0. -4.]
148,0,[30. 25.  7. 17. 15. 27.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 3.  2. -2.  3.  2. -1. -1.  0.  1.  1.  2. -3.  1.  1. -3. -4.  0. -4.]
149,0,[31. 25.  6. 19. 19. 29.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 4.  1. -2.  3.  1. -1.  1.  0.  2.  2.  3. -2.  3.  1. -4. -5.  0. -4.]
150,0,[29. 23.  7. 26. 19. 31.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 3.  2. -2.  4.  2. -1.  2.  0.  2.  1.  3. -2.  4.  2. -4. -4.  0. -4.]
151,0,[27. 24.  7. 26. 19. 33.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 3.  2. -2.  4.  2. -1.  3.  0.  1.  1.  2. -3.  4.  2. -4. -5.  0. -4.]
152,0,[28. 25.  6. 25. 33. 34.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 3.  1. -2.  4.  2. -1.  2.  1.  1.  1.  2. -3.  3.  2. -4. -5.  1. -5.]
153,0,[27. 26. 14. 25. 37. 36.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  0. -2.  3.  3. -1.  2.  0.  1.  0.  3. -3.  3.  2. -4. -6.  0. -4.]
154,0,[19. 28. 14. 21. 38. 37.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2. -1. -3.  3.  1. -1.  2.  1.  2. -1.  2. -3.  3.  1. -3. -5.  0. -4.]
155,0,[19. 26. 14. 21. 35. 38.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1. -3. -3.  4.  2.  0.  2.  1.  2. -1.  2. -3.  2.  1. -3. -5.  0. -4.]
156,0,[18. 22. 14. 21. 31. 38.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[-1. -1. -2.  4.  1. -1.  2.  1.  2. -1.  1. -2.  2.  2. -3. -4.  0. -3.]
157,0,[10. 21. 15. 19. 29. 35.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[-1.  1. -2.  5.  2. -1.  0.  1.  0. -1.  2. -3.  2.  2. -3. -3.  0. -3.]
158,0,[10. 22.  4. 22. 27. 31.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[-1.  1. -2.  5.  1. -1. -1.  1.  1. -2.  3. -1.  2.  2. -2. -2.  0. -3.]
159,0,[ 9. 24.  4. 22. 26. 27.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 0.  3. -2.  4.  1. -1. -2.  1.  1. -2.  2. -2.  2.  2. -3. -3.  0. -2.]
160,0,[ 8. 27.  4. 22. 27. 23.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 0.  3. -2.  4.  1. -1. -2.  1.  0. -1.  2. -2.  1.  1. -3. -3.  0. -2.]
161,0,[16. 27.  4. 23. 25. 21.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  4. -2.  4.  1.  0. -2.  1.  1. -2.  2. -3.  2.  2. -3. -2.  0. -1.]
162,0,[19. 21. 11. 24. 25. 18.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  3. -2.  4.  0.  0. -2.  0.  0. -2.  2. -2.  1.  2. -3. -3.  0. -1.]
163,0,[21. 16.  8. 24. 25. 17.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -1.  4.  0. -1. -2.  0.  2. -2.  2. -2.  1.  2. -2. -4.  0. -1.]
164,0,[19. 16.  8. 24. 23. 17.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -2.  5.  1.  0. -3.  0.  1. -3.  2. -2.  1.  2. -2. -3.  0.  0.]
165,0,[22. 17.  9. 26. 23. 12.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 0.  1. -1.  4.  1.  0. -2.  0.  2. -2.  1. -1.  0.  0. -2. -4.  0. -1.]
166,0,[14. 17.  9. 23.  9. 14.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -1.  5.  0.  0. -2.  0.  2. -1.  1. -2.  1.  0. -2. -4.  0. -1.]
167,0,[12. 18. 16. 21.  8. 15.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -2.  4.  0.  0. -2.  0.  2. -2.  2. -1.  2. -1. -2. -4.  0. -1.]
168,0,[13. 18. 16. 20.  8. 15.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -2.  5.  1.  0. -3.  0.  1. -1.  1. -1.  2. -2. -2. -3.  0.  0.]
169,0,[13. 18. 16. 16.  8. 15.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -2.  5.  0.  0. -4.  0.  1. -2.  1. -2.  2.  0. -2. -3.  0.  0.]
170,0,[20. 19. 17. 17. 15. 14.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  1. -1.  5.  1.  0. -4.  0.  2. -2.  1. -2.  2.  0. -2. -3.  0. -1.]
171,0,[18. 19. 19. 18. 16. 13.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  0.  0.  3.  1. -1. -3.  0.  1. -1.  0.  0.  2.  1.  0. -3.  0. -1.]
172,0,[ 5. 18. 19.  6.  8. 12.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -1.  5.  1.  0. -4.  0.  1. -1.  1. -1.  1.  1. -1. -3.  0. -1.]
173,0,[ 6. 18. 20.  6.  7. 12.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 3.  1. -1.  5.  1. -1. -5.  0.  1. -2.  1. -1.  2.  1. -1. -3.  0.  0.]
174,0,[ 7. 22. 21.  6.  7. 12.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -2.  5.  2.  0. -4.  0.  1. -2.  1. -1.  3.  2. -1. -2.  0.  0.]
175,0,[ 8. 23. 20.  6. 13. 11.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  1. -1.  4.  2.  0. -4.  0.  1. -2.  1. -2.  3.  2. -2. -3.  0.  0.]
176,0,[18. 25. 21. 16. 20. 11.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -1.  5.  2.  0. -3.  0.  1. -1.  1. -1.  2.  2. -2. -2.  0. -1.]
177,0,[18. 26. 20. 16. 23. 10.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  1.  0.  4.  3.  0. -2.  0.  1. -1.  1.  0.  1.  1.  0. -4.  0.  0.]
178,0,[11. 27. 17. 10. 16. 11.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -1.  4.  3.  0. -3.  0.  1. -2.  1. -1.  1.  1. -2. -3.  0.  0.]
179,0,[10. 27. 16. 10. 13. 12.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 0.  1. -1.  3.  3. -1. -2.  0.  0. -2.  1. -2.  1.  1. -1. -4.  0.  0.]
180,0,[ 4. 27. 10. 10. 10. 13.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  2. -2.  4.  3.  0. -3.  0.  0. -2.  1. -1.  3.  2. -1. -2.  0.  0.]
181,0,[ 5. 27. 10. 11. 11. 13.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -1.  5.  3.  0. -3.  0.  0. -2.  1. -2.  2.  2. -2. -2.  0. -1.]
182,0,[11. 28. 11. 18. 19. 11.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -2.  6.  3.  0. -3.  0.  0. -4.  2. -1.  2.  2. -1. -2.  0. -1.]
183,0,[12. 30. 11. 21. 20. 10.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  0.  0.  3.  3.  0. -1.  0.  0.  0.  1. -1.  1.  0.  0. -3.  0. -3.]
184,0,[ 6. 30. 10. 10.  8.  9.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  0. -2.  4.  3.  1. -2.  0.  0. -2.  1. -2.  2.  1. -2. -2.  0. -3.]
185,0,[ 6. 30.  9. 11.  7. 17.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  1. -1.  4.  3.  0. -1.  0.  0. -2.  1. -1.  2.  1. -1. -2.  0. -3.]
186,0,[ 5. 29.  7. 10.  7. 19.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -2.  4.  3.  1. -3.  0.  0. -2.  1.  0.  2.  1. -2. -1. -1. -4.]
187,0,[ 5. 27.  7.  4.  7. 21.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -1.  4.  3.  1. -1.  0.  0. -2.  1. -1.  3.  1. -2. -2.  0. -4.]
188,0,[12. 28.  7. 12. 20. 21.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  2. -1.  5.  3.  1. -2.  0.  0. -3.  1. -1.  2.  2. -1. -2.  0. -4.]
189,0,[18. 29.  7. 13. 20. 22.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -2.  5.  3.  1. -2.  0.  0. -2.  0. -1.  3.  1. -1. -2.  0. -3.]
190,0,[20. 34.  8.  9. 21. 22.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -2.  4.  3.  0. -2.  0.  0. -2.  1. -1.  1.  1. -1. -2.  0. -3.]
191,0,[20. 30.  7. 13. 19. 22.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -2.  4.  3.  0. -3.  0.  0. -2.  2. -1.  3.  0. -1. -1.  0. -3.]
192,0,[20. 30.  9. 13. 13. 20.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 3.  1. -1.  5.  3.  0. -2.  0.  0. -3.  1. -1.  2.  1. -2. -1.  0. -3.]
193,0,[20. 30.  9. 13. 14. 18.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -1.  5.  2.  0. -2.  0.  0. -2.  1. -2.  3.  1. -1. -1.  0. -3.]
194,0,[19. 29.  9. 19. 14. 17.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -1.  4.  3.  0. -1.  0.  0. -2.  1. -2.  3.  3. -1. -1.  0. -3.]
195,0,[18. 29.  8. 20. 16. 16.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  1. -1.  4.  3.  0. -2.  0.  0. -2.  1.  0.  2.  0. -2. -1.  0. -3.]
196,0,[17. 29.  7. 13. 16. 16.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 2.  0. -1.  4.  3.  0. -2.  0.  0. -3.  1. -1.  2.  1. -1. -1.  0. -3.]
197,0,[12. 28.  7. 13. 15. 16.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[ 1.  1. -1.  4.  3.  0. -2.  0.  0. -2.  1. -2.  2.  1. -2. -1.  0. -3.]
