count,sum_leg,reflex,on_reflex_,traj_error
510,[ 43. 984.   0.   8.   0.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   7.    6.   -2.    0.  122. -122.   -1.    0.    0.   -3.    2.    0.
    4.    0.    0.    3.    0.    1.]"
511,[ 49. 981.   0.   8.   0.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   6.    5.   -2.    0.  122. -123.   -1.    0.    0.   -4.    2.    0.
    4.   -2.    0.    3.    0.    0.]"
512,[ 53. 980.   0.  17.   0.  12.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   6.    5.   -2.    1.  121. -121.    0.    0.    0.   -4.    2.    0.
    4.   -2.    0.    4.    0.    0.]"
513,[ 54. 976.   0.  20.   0.  13.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   5.    4.   -2.    0.  121. -120.    1.   -1.    0.   -4.    1.    0.
    4.   -2.   -1.    4.    0.    1.]"
514,[ 52. 972.   0.  22.  16.  14.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   5.    5.   -2.    1.  120. -120.    0.   -1.    0.   -4.    2.   -1.
    3.   -1.    0.    3.    0.    0.]"
515,[ 49. 968.   0.  23.  22.  14.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   4.    5.   -2.    0.  120. -119.    0.    0.   -1.   -2.    1.    0.
    4.    0.    0.    2.    0.    0.]"
516,[ 47. 962.   0.  20.  15.  13.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   5.    5.   -2.    0.  119. -119.    1.    1.    0.   -2.    1.    0.
    3.   -1.   -1.    2.    0.    0.]"
517,[ 46. 958.   0.  17.  14.  11.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   4.    5.   -3.    0.  118. -117.    0.   -1.    0.   -2.    2.    0.
    3.   -2.    1.    1.   -1.    1.]"
518,[ 47. 952.   0.  16.  13.   8.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   3.    4.   -2.    0.  117. -117.    1.    0.    0.   -2.    2.    0.
    1.   -2.   -1.    1.   -1.    0.]"
519,[ 44. 946.   0.  14.  11.   6.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   3.    5.   -1.    0.  117. -116.    0.    0.    0.   -2.    2.    0.
    2.    0.    0.    0.    0.    0.]"
520,[ 42. 940.   0.  15.   9.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   3.    5.   -2.    0.  117. -116.    1.    0.    0.   -3.    1.    0.
    2.    0.   -1.   -1.    0.    0.]"
521,[ 40. 935.   0.  16.   8.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   2.    5.   -1.    0.  115. -116.    0.    0.    0.   -2.    2.    0.
    0.   -1.   -1.   -2.   -1.    0.]"
522,[ 36. 931.   0.  16.   0.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   3.    5.   -1.   -1.  114. -115.    0.    0.    1.   -2.    2.    0.
    0.   -2.   -1.   -2.    0.    0.]"
523,[ 36. 926.   0.  16.   0.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   2.    5.    0.   -1.  114. -113.    0.    0.    1.   -1.    1.    0.
    0.   -1.    0.   -1.   -1.   -1.]"
524,[ 30. 920.   0.  14.   0.   6.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   1.    5.    0.    0.  113. -113.    0.   -1.   -1.    0.    1.    0.
    0.    0.    0.   -2.    0.    1.]"
525,[ 28. 913.   0.   6.   0.   7.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   1.    6.    1.   -1.  111. -112.    1.    0.    0.    0.    1.   -1.
   -1.   -1.    0.   -2.    0.    0.]"
526,[ 28. 905.   0.   5.   0.   7.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   0.    5.    0.   -1.  112. -111.    1.   -1.    1.    0.    1.   -1.
   -2.   -2.    0.   -1.    0.    1.]"
527,[ 21. 899.   0.   4.   0.   6.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   0.    5.    0.   -1.  111. -111.    2.   -1.    0.    1.    1.   -1.
   -1.    0.    0.   -2.    0.    1.]"
528,[ 21. 894.   0.   4.   0.   7.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   1.    5.   -1.   -1.  109. -109.    1.   -1.    0.    2.    1.   -1.
   -2.   -2.    1.   -2.   -1.    0.]"
529,[ 21. 890.   5.   8.   6.   7.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.    6.   -1.   -2.  108. -108.    2.   -1.    0.    3.    2.   -2.
   -3.   -1.    0.   -1.   -1.    0.]"
530,[ 21. 884.  10.  10.   8.   6.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[   0.    5.   -1.   -1.  108. -107.    1.    0.    0.    4.    1.   -2.
   -2.    0.   -1.   -3.    0.    0.]"
531,[ 21. 876.   6.  21.   8.   8.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.    6.   -1.   -2.  107. -106.    2.    0.    0.    4.    1.   -2.
   -3.   -2.    0.   -3.    0.    1.]"
532,[ 26. 868.   6.  25.  10.   9.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.    5.   -1.   -1.  106. -105.    1.   -1.    0.    6.    1.   -2.
   -3.   -2.    0.   -4.    0.    1.]"
533,[ 26. 861.   6.  30.  11.  11.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.    6.   -1.   -1.  105. -104.    1.    0.    1.    5.    1.   -3.
   -2.   -2.    0.   -4.    0.    1.]"
534,[ 26. 853.   5.  32.  10.  14.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.    6.   -1.   -2.  104. -103.    1.   -1.    1.    6.    1.   -2.
   -2.   -1.    0.   -4.   -1.    0.]"
535,[ 31. 846.   5.  34.  17.  15.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.    6.   -1.   -1.  103. -102.    1.   -1.    1.    6.    1.   -2.
   -2.   -1.    0.   -5.    0.    0.]"
536,[ 31. 837.   4.  36.  15.  17.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.    5.   -1.   -1.  102. -102.    0.    0.    1.    6.    2.   -1.
   -2.   -2.    0.   -4.   -1.    0.]"
537,[ 31. 830.   4.  36.  14.  17.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.    6.   -1.    0.  101. -101.    2.    0.    1.    5.    1.   -2.
   -1.   -1.    1.   -3.    0.    1.]"
538,[ 31. 818.   4.  35.  12.  16.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  0.   5.  -1.  -1. 100. -99.   2.   0.   0.   5.   1.  -1.  -2.  -2.
   0.  -3.   0.   0.]"
539,[ 26. 810.   0.  33.  13.  15.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   6.  -1.  -1.  99. -98.   1.  -1.   0.   5.   1.  -2.  -1.  -1.
   0.  -3.  -1.   0.]"
540,[ 26. 802.   0.  32.  12.  13.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  0.   6.  -1.  -1.  97. -97.   1.   0.  -1.   6.   1.  -1.   0.  -2.
   1.  -1.  -1.   0.]"
541,[ 27. 792.   6.  31.   6.  10.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   6.   0.  -1.  96. -95.   1.  -1.   1.   6.   1.  -1.   0.  -1.
   0.   1.  -1.   0.]"
542,[ 23. 785.   5.  31.   6.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   5.  -1.  -1.  96. -96.   1.   0.   1.   5.   1.  -2.   0.  -1.
   1.   2.   0.   1.]"
543,[ 23. 778.   4.  32.   5.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   5.  -1.  -1.  94. -96.   0.  -1.   0.   4.   1.   0.   0.  -1.
   0.   1.  -1.   0.]"
544,[ 22. 771.   0.  25.   5.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   5.  -1.  -1.  93. -94.   1.  -1.   0.   4.   1.  -1.   0.  -1.
   0.   1.  -1.   0.]"
545,[ 25. 764.   0.  23.   4.   5.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  0.   4.   0.  -2.  92. -92.   1.   0.   0.   4.   1.  -1.   0.  -1.
   1.   0.   0.   1.]"
546,[ 19. 758.   0.  21.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  0.   4.  -1.  -1.  91. -91.   1.  -1.   1.   3.   1.  -1.  -1.  -1.
   1.   0.  -1.   1.]"
547,[ 18. 748.   0.  19.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   5.   0.  -1.  90. -89.   0.  -1.   1.   3.   2.  -1.   0.  -1.
   1.   1.   0.   0.]"
548,[ 18. 737.   0.  23.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   4.   0.  -1.  89. -89.   1.   0.   0.   3.   2.  -2.   0.  -1.
   1.   0.   0.   1.]"
549,[ 17. 728.   0.  24.   8.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   5.   0.   0.  87. -87.   1.   0.   0.   2.   1.  -2.   1.   0.
   1.  -1.  -1.   1.]"
550,[ 18. 713.   0.  23.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  0.   4.   0.  -1.  86. -85.   1.   0.   1.   2.   2.  -1.   0.  -1.
   1.  -1.  -1.   0.]"
551,[ 18. 702.   0.  23.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   4.   0.  -1.  84. -85.   2.  -1.   1.   3.   1.  -2.   0.  -2.
   1.   0.  -1.   0.]"
552,[ 17. 692.   5.  23.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   3.   0.   0.  83. -83.   1.   0.   0.   2.   1.  -1.   0.  -1.
   1.  -1.   0.   1.]"
553,[ 16. 680.   5.  20.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   4.   0.  -1.  82. -82.   1.   0.   0.   2.   1.  -1.   0.  -2.
   0.  -1.  -1.   1.]"
554,[ 15. 670.   5.  19.   6.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   4.   1.  -1.  80. -81.   0.  -1.   1.   1.   1.  -1.   1.  -1.
   0.  -1.   0.   1.]"
555,[ 19. 660.   0.  17.   6.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   4.   0.   0.  80. -80.   0.  -1.   1.   2.   1.  -1.   1.  -1.
   0.  -1.   0.   0.]"
556,[ 19. 651.   0.  15.   5.   4.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   5.   0.   0.  78. -78.   0.  -1.   0.   2.   2.  -1.   0.  -1.
   0.  -1.   0.   1.]"
557,[ 21. 641.   0.  16.   5.   4.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   4.   0.   0.  76. -76.   1.  -1.   1.   2.   1.  -2.   0.  -2.
   0.  -1.  -1.   0.]"
558,[ 22. 629.   4.  17.   5.   4.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   4.   0.  -1.  76. -75.   1.   0.   1.   2.   2.  -2.  -1.  -1.
   1.  -1.   0.   0.]"
559,[ 24. 619.   0.  20.   5.   4.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   4.  -1.  -1.  74. -74.   2.  -1.   0.   1.   1.  -2.   0.  -1.
   0.   0.   0.   0.]"
560,[ 26. 607.   0.  20.   5.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   4.   0.  -2.  74. -72.   1.  -1.   1.   2.   2.  -2.  -1.  -1.
   1.  -1.   0.   1.]"
561,[ 26. 597.   5.  21.   5.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   4.   0.  -1.  72. -70.   1.  -1.   1.   2.   1.  -2.   0.  -2.
   0.   0.   0.   0.]"
562,[ 25. 592.   5.  21.   5.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   4.  -1.   0.  70. -70.   1.  -1.   1.   3.   1.  -2.   0.  -1.
   0.   0.   0.   0.]"
563,[ 24. 576.   9.  21.   5.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   4.   0.  -1.  69. -68.   1.   0.   0.   2.   0.  -2.  -1.  -1.
   1.  -1.  -2.   1.]"
564,[ 22. 565.   4.  17.   5.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   4.  -1.   0.  67. -67.   0.  -1.   0.   2.   1.  -2.  -1.  -1.
   1.  -1.   0.   1.]"
565,[ 22. 553.   0.  17.   5.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   4.  -1.   0.  66. -64.   1.  -1.   1.   3.   0.  -2.  -1.  -2.
   1.  -1.   0.   0.]"
566,[ 23. 541.   0.  18.   5.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   4.  -2.   0.  64. -64.   2.   0.   0.   3.  -1.  -2.  -1.  -1.
   0.  -1.  -1.   1.]"
567,[ 22. 529.   0.  18.   9.   4.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   4.  -2.   0.  63. -62.   1.  -1.   1.   3.  -1.  -2.  -1.  -1.
   1.  -2.   0.   1.]"
568,[ 29. 517.   0.  19.   9.   5.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   4.  -2.   0.  61. -60.   1.   0.   1.   2.   0.  -2.  -1.  -2.
   1.  -1.   0.   0.]"
569,[ 30. 504.   5.  19.  10.   5.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   4.  -2.  -1.  59. -59.   0.   0.   1.   3.   0.  -3.  -1.  -1.
   1.  -1.  -1.   1.]"
570,[ 31. 492.   0.  20.   9.   5.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   4.  -2.  -1.  58. -58.   0.   0.   0.   3.   0.  -2.  -1.  -1.
   2.  -1.  -1.   1.]"
571,[ 33. 480.   0.  20.  14.   5.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   3.  -3.   0.  56. -56.   1.  -1.   1.   3.  -1.  -2.   0.  -1.
   1.   0.  -2.   1.]"
572,[ 34. 467.   0.  20.  10.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   4.  -2.  -1.  55. -54.   1.   0.   0.   3.  -1.  -2.   0.  -1.
   0.  -1.  -1.   1.]"
573,[ 35. 455.   0.  21.   4.   9.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   3.  -2.  -1.  53. -53.   0.  -1.   1.   3.  -1.  -2.  -1.  -1.
   1.  -1.   0.   1.]"
574,[ 35. 443.   0.  20.   4.   4.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  4.   3.  -3.  -1.  51. -51.   1.  -1.   1.   3.  -2.  -3.  -1.  -1.
   1.   0.  -1.   0.]"
575,[ 36. 429.   0.  26.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  5.   3.  -2.   0.  51. -50.   0.   0.  -1.   2.  -1.  -2.   0.  -1.
   1.   0.   1.   0.]"
576,[ 37. 418.   0.  25.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   3.  -1.   0.  48. -49.   0.  -1.   1.   3.   0.  -2.  -1.  -1.
   0.   0.   0.   1.]"
577,[ 35. 406.   0.  20.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   3.  -2.   0.  44. -46.   0.  -1.   0.   3.  -1.  -2.  -1.  -1.
   1.   0.  -1.   1.]"
578,[ 35. 390.   0.  20.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  4.   3.  -2.   0.  43. -44.   0.  -1.   0.   2.  -1.  -2.   0.  -1.
   1.   0.  -1.   1.]"
579,[ 34. 375.   0.  18.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   3.  -2.  -1.  40. -44.   0.  -1.   1.   2.  -1.  -2.  -1.  -1.
   0.   0.  -1.   0.]"
580,[ 32. 358.   4.  18.   4.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  4.   2.  -2.  -1.  38. -42.   0.  -1.   0.   2.   0.  -3.   0.  -1.
   2.   0.  -2.   1.]"
581,[ 33. 341.   4.  18.   4.   5.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   2.  -2.  -1.  35. -40.   0.   0.  -1.   2.  -1.  -2.  -1.  -1.
   0.   0.  -1.   1.]"
582,[ 32. 326.   0.  17.   4.   5.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   2.  -1.  -1.  35. -37.   0.   0.  -1.   3.  -1.  -2.  -1.  -1.
   1.  -1.  -1.   2.]"
583,[ 28. 315.   0.  18.   4.   5.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   2.  -2.  -1.  32. -37.   0.   0.  -2.   2.  -1.  -3.  -1.  -1.
   2.  -1.  -1.   1.]"
584,[ 25. 300.   0.  19.   4.  10.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   2.  -2.  -1.  32. -35.  -1.   0.  -3.   2.  -1.  -2.  -1.  -1.
   0.  -1.  -1.   0.]"
585,[ 22. 287.   7.  22.   8.   4.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   2.  -1.  -1.  30. -33.   0.   0.  -2.   2.  -1.  -2.  -2.  -2.
   2.  -1.  -1.   0.]"
586,[ 19. 275.   8.  22.  10.   8.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   2.  -1.  -1.  26. -29.   1.  -1.  -1.   3.  -1.  -2.  -3.  -2.
   2.  -1.  -2.   2.]"
587,[ 18. 258.   8.  22.  13.   9.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  0.   2.  -1.  -1.  25. -28.   1.  -2.   0.   3.  -1.  -2.  -3.  -2.
   2.  -1.  -2.   2.]"
588,[ 13. 242.   0.  22.  16.  10.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   3.  -2.  -1.  26. -26.   1.  -1.   1.   3.  -1.  -2.  -3.  -2.
   1.   0.  -2.   1.]"
589,[ 14. 227.   0.  23.  26.   7.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   3.  -1.  -1.  26. -25.   0.  -1.   1.   3.  -1.  -2.  -4.  -3.
   1.  -1.  -2.   1.]"
590,[ 15. 215.   5.  24.  28.  14.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   3.  -2.  -1.  24. -24.   0.  -1.   3.   3.   0.  -2.  -2.  -3.
   2.  -1.  -1.   1.]"
591,[ 17. 208.   5.  20.  28.  12.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.   2.  -2.   0.  23. -22.   1.   0.   3.   3.   0.  -2.  -3.  -2.
   1.  -1.  -1.   2.]"
592,[ 23. 196.   8.  20.  27.  11.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   2.  -1.  -1.  22. -21.   0.   0.   3.   2.   0.  -2.  -2.  -2.
   0.   0.  -2.   1.]"
593,[ 22. 187.  10.  19.  21.  11.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   2.  -2.   0.  19. -21.   0.   3.   1.   2.   0.  -3.  -1.  -2.
   0.   0.   0.   0.]"
594,[ 23. 176.  10.  19.  17.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   2.  -2.   0.  17. -18.   0.   3.   1.   2.  -1.  -3.  -2.  -2.
   0.  -1.  -1.   0.]"
595,[ 22. 163.   8.  19.  16.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   2.  -1.   0.  16. -15.   0.   4.   0.   2.   0.  -2.  -1.  -3.
   1.   0.  -1.   0.]"
596,[ 22. 149.   0.  18.  15.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   3.  -2.   0.  14. -14.   0.   4.   1.   1.   0.  -2.  -2.  -3.
   0.  -1.  -1.   1.]"
597,[ 24. 134.  14.  17.  16.   0.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   2.   0.   0.  11. -12.   0.   3.   0.   2.   0.  -2.  -2.  -3.
   1.   0.  -1.   1.]"
598,[ 18. 117.  14.  16.  18.   4.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  3.   2.   0.   0.   9. -10.   0.   5.   0.   1.   0.  -2.  -2.  -3.
   2.   0.  -1.   1.]"
599,[ 19. 101.  16.  14.  19.   4.],[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 3.  2. -2.  0.  7. -9. -1.  4. -1.  2.  1. -2. -1. -3.  2.  0. -1.  1.]
600,[20. 86. 16. 14. 19.  8.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 2.  2. -1.  0.  4. -7. -1.  4. -1.  3.  0. -2. -1. -3.  0.  0. -1.  1.]
601,[19. 69. 16. 16. 18.  8.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 2.  2.  0.  0.  3. -5. -1.  3. -2.  3.  1. -2. -1. -2.  1.  1. -1.  1.]
602,[18. 54. 16. 17. 16.  8.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 2.  2. -1. -1.  3. -4. -1.  3. -2.  2.  0. -2. -2. -2.  1.  0. -1.  1.]
603,[17. 42. 24. 18. 15.  8.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 2.  2. -1. -1.  2. -3. -1.  2. -2.  2.  1. -2. -2. -3.  1.  0. -1.  0.]
604,[16. 31. 23. 18. 16.  4.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  2. -2.  0.  1. -2. -1.  2. -3.  2.  1. -1. -2. -3.  1.  1.  0.  2.]
605,[15. 23. 23. 16. 21.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  2. -3.  0.  1. -2.  0.  3. -3.  2.  2. -3. -1. -2.  1.  1. -1.  0.]
606,[21. 18. 20. 16. 21.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 3.  3. -3. -1.  1. -1. -1.  4. -2.  2.  3. -3. -2. -2.  0.  1. -1.  0.]
607,[25. 13. 21. 24. 17.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 2.  5. -5.  1.  0. -1. -1.  4. -2.  1.  4. -4. -1. -2.  1.  0. -1.  1.]
608,[32.  6. 23. 28. 15.  0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 2.  6. -6. -1.  1. -2. -1.  5. -2.  2.  5. -4. -1. -2.  1.  1. -2.  1.]
609,[41.  6. 25. 35. 13.  5.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  7. -5.  0.  0. -1. -1.  6. -3.  2.  7. -5. -1. -1.  1.  0. -2.  2.]
610,[48.  5. 32. 42. 12.  6.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 2.  7. -5.  0.  0. -1. -1.  6. -3.  1.  8. -7. -1. -2.  1.  1. -2.  1.]
611,[53.  5. 35. 50. 15. 12.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[ 1.  8. -6. -1.  0.  0. -1.  6. -3.  1. 10. -8. -1. -1.  0. -1. -2.  1.]
612,[56.  0. 38. 60. 10. 13.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.   9.  -7.   0.   0.  -1.   0.   6.  -3.   1.  11. -10.  -1.  -1.
   1.   0.  -1.   2.]"
613,[60.  0. 36. 71.  9. 13.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  2.  10.  -9.  -1.  -1.  -1.   0.   6.  -3.   1.  10. -12.  -1.  -2.
   1.  -1.  -1.   1.]"
614,[68.  0. 36. 80. 10. 11.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  13. -12.   1.   0.  -1.  -1.   6.  -3.   2.  10. -14.  -1.  -1.
   0.   0.  -1.   1.]"
615,[80.  0. 36. 90.  9. 10.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  13. -13.   0.   0.  -1.  -1.   5.  -3.   1.  11. -15.  -1.  -1.
   0.   0.  -1.   1.]"
616,[92.  4. 35. 98.  9.  9.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  16. -17.   0.   0.  -1.  -1.   5.  -4.  -1.  14. -17.  -2.  -1.
  -1.   0.  -1.   1.]"
617,[108.   4.  35. 103.  10.   8.],[1. 0. 0. 1. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  1.  15. -19.   0.   1.   0.   0.   5.  -3.  -2.  14. -19.  -1.  -2.
   0.   0.  -1.   1.]"
618,[122.   0.  34. 114.  10.   8.],[1. 0. 0. 1. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  16. -21.  -1.   1.  -1.   0.   5.  -4.  -3.  17. -20.  -2.  -1.
   0.   1.  -1.   2.]"
619,[130.   0.  34. 127.  11.   9.],[1. 0. 0. 1. 0. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  17. -23.   1.   0.  -1.   0.   5.  -4.  -4.  19. -22.  -1.  -1.
  -1.   0.  -1.   0.]"
620,[144.   0.  35. 152.  11.   4.],[1. 0. 0. 1. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -1.  19. -26.   0.   1.  -2.  -1.   6.  -3.  -3.  23. -23.  -1.  -1.
  -2.   0.  -1.   1.]"
